person_id;studycode;choice;purpose;av_bf;av_v;av_cp;av_cs;av_pt;c_cp;c_cs;c_pt;tt_bf;tt_v;tt_cp;tt_cs;tt_pt;acc_cp;acc_cs;acc_pt;r_cp;s_pt;tr_pt;cost;time;acc;risk;trns;freq;distance;count
409P;wave1;3;2;0;1;1;1;1;2.8;7.1;3.1;-97;45;21;23;21;3;6;17;5;3;0;0;0;0;0;1;0;9.930615;8
409P;wave1;5;2;0;1;1;1;1;2.8;7.1;3.1;-97;45;21;23;17;3;3;11;20;3;2;0;0;0;0;1;0;9.930615;8
409P;wave1;5;2;0;1;1;1;1;3.5;12.4;2.2;-97;45;21;16;21;6;3;14;10;3;0;0;0;0;0;1;0;9.930615;8
409P;wave1;3;2;0;1;1;1;1;3.5;12.4;3.9;-97;45;21;16;21;4;6;11;5;10;2;0;0;0;0;1;0;9.930615;8
410P;wave2;4;3;0;0;1;1;1;10.5;24.8;11.5;-97;-97;52;37;74;8;10;9;5;20;4;0;0;0;0;0;0;43.32032;8
410P;wave2;3;3;0;0;1;1;1;8.3;14.2;9;-97;-97;52;61;74;5;10;13;5;10;2;0;0;0;0;0;0;43.32032;8
410P;wave2;3;3;0;0;1;1;1;8.3;14.2;9;-97;-97;52;61;59;5;5;9;20;10;4;0;0;0;0;0;0;43.32032;8
410P;wave2;4;3;0;0;1;1;1;10.5;24.8;6.6;-97;-97;52;37;74;10;5;11;10;10;2;0;0;0;0;0;0;43.32032;8
410P;wave2;3;3;0;0;1;1;1;10.5;19.5;6.6;-97;-97;39;37;45;5;10;13;10;15;4;0;0;0;0;0;0;43.32032;8
410P;wave2;4;3;0;0;1;1;1;6;19.5;6.6;-97;-97;66;61;74;10;5;9;5;15;3;0;0;0;0;0;0;43.32032;8
410P;wave2;5;3;0;0;1;1;1;6;14.2;6.6;-97;-97;52;61;45;10;10;11;5;20;3;0;0;0;0;0;0;43.32032;8
410P;wave2;3;3;0;0;1;1;1;6;14.2;6.6;-97;-97;39;49;74;8;5;13;20;20;4;0;0;0;0;0;0;43.32032;8
411P;wave2;5;2;0;0;1;1;1;3.5;10.3;1.9;-97;-97;18;13;15;8;4;11;10;3;0;0;0;0;0;0;0;3.608325;8
411P;wave2;5;2;0;0;1;1;1;3.5;8.1;1.9;-97;-97;14;13;9;4;8;14;10;6;1;0;0;0;0;0;0;3.608325;8
411P;wave2;5;2;0;0;1;1;1;2.8;5.9;2.6;-97;-97;18;21;15;4;8;14;5;3;0;0;0;0;0;0;0;3.608325;8
411P;wave2;5;2;0;0;1;1;1;2;5.9;1.9;-97;-97;18;21;9;8;8;11;5;10;0;0;0;0;0;0;0;3.608325;8
411P;wave2;5;2;0;0;1;1;1;2.8;5.9;2.6;-97;-97;18;21;12;4;4;9;20;3;1;0;0;0;0;0;0;3.608325;8
411P;wave2;5;2;0;0;1;1;1;3.5;10.3;3.4;-97;-97;18;13;15;6;8;9;5;10;1;0;0;0;0;0;0;3.608325;8
411P;wave2;5;2;0;0;1;1;1;2;5.9;1.9;-97;-97;14;17;15;6;4;14;20;10;1;0;0;0;0;0;0;3.608325;8
411P;wave2;5;2;0;0;1;1;1;2;8.1;1.9;-97;-97;23;21;15;8;4;9;5;6;0;0;0;0;0;0;0;3.608325;8
412P;wave1;5;3;0;1;1;0;1;3.5;-97;1.9;-97;28;16;-97;32;4;-97;3;20;6;0;0;0;0;0;0;1;4.958309;8
412P;wave1;3;3;0;1;1;0;1;2.8;-97;3.4;-97;28;19;-97;22;3;-97;3;5;10;0;0;0;0;0;0;1;4.958309;8
412P;wave1;3;3;0;1;1;0;1;2.8;-97;2.6;-97;28;16;-97;32;4;-97;3;5;6;0;0;0;0;0;0;1;4.958309;8
412P;wave1;5;3;0;1;1;0;1;2;-97;2.6;-97;28;22;-97;22;3;-97;3;20;3;0;0;0;0;0;0;1;4.958309;8
412P;wave1;5;3;0;1;1;0;1;2;-97;3.4;-97;28;16;-97;22;6;-97;2;20;10;1;0;0;0;0;0;1;4.958309;8
412P;wave1;5;3;0;1;1;0;1;2.8;-97;2.6;-97;28;19;-97;22;6;-97;2;20;3;0;0;0;0;0;0;1;4.958309;8
412P;wave1;5;3;0;1;1;0;1;2.8;-97;1.9;-97;28;19;-97;27;4;-97;2;10;3;0;0;0;0;0;0;1;4.958309;8
412P;wave1;5;3;0;1;1;0;1;3.5;-97;3.4;-97;28;22;-97;22;3;-97;3;10;6;1;0;0;0;0;0;1;4.958309;8
413P;wave1;5;1;0;1;1;1;1;2;10.2;2.7;-97;63;38;31;37;3;6;5;10;6;0;0;0;1;0;0;1;10.32899;8
413P;wave1;5;1;0;1;1;1;1;2.8;17.9;3.7;-97;63;38;31;45;5;4;4;20;10;0;0;0;1;0;0;1;10.32899;8
413P;wave1;5;1;0;1;1;1;1;2.8;14.1;4.8;-97;63;33;31;37;3;3;5;5;10;0;0;0;1;0;0;1;10.32899;8
413P;wave1;5;1;0;1;1;1;1;3.5;17.9;4.8;-97;63;27;25;37;3;3;6;20;6;0;0;0;1;0;0;1;10.32899;8
413P;wave1;5;1;0;1;1;1;1;2.8;14.1;4.8;-97;63;27;25;31;6;6;4;10;3;0;0;0;1;0;0;1;10.32899;8
413P;wave1;5;1;0;1;1;1;1;2;17.9;4.8;-97;63;33;35;31;3;6;5;20;6;2;0;0;1;0;0;1;10.32899;8
413P;wave1;5;1;0;1;1;1;1;3.5;10.2;4.8;-97;63;38;31;37;5;4;5;10;6;1;0;0;1;0;0;1;10.32899;8
413P;wave1;5;1;0;1;1;1;1;2;14.1;3.7;-97;63;33;25;37;5;3;4;20;3;1;0;0;1;0;0;1;10.32899;8
415P;wave1;5;3;0;0;1;1;1;11.4;28.5;11.2;-97;-97;102;77;122;19;19;10;20;20;4;0;0;1;0;0;0;61.28064;8
415P;wave1;3;3;0;0;1;1;1;11.4;39.2;19.6;-97;-97;117;109;122;19;15;15;20;10;4;0;0;1;0;0;0;61.28064;8
415P;wave1;5;3;0;0;1;1;1;14.5;28.5;11.2;-97;-97;83;96;101;19;15;10;10;15;4;0;0;1;0;0;0;61.28064;8
415P;wave1;3;3;0;0;1;1;1;8.3;49.8;11.2;-97;-97;83;96;101;19;15;15;5;10;4;0;0;1;0;0;0;61.28064;8
415P;wave1;5;3;0;0;1;1;1;11.4;28.5;11.2;-97;-97;117;96;122;10;15;13;5;10;4;0;0;1;0;0;0;61.28064;8
415P;wave1;5;3;0;0;1;1;1;14.5;39.2;11.2;-97;-97;117;109;122;15;15;15;10;20;3;0;0;1;0;0;0;61.28064;8
415P;wave1;3;3;0;0;1;1;1;11.4;39.2;15.4;-97;-97;83;96;85;15;10;13;5;20;4;0;0;1;0;0;0;61.28064;8
415P;wave1;3;3;0;0;1;1;1;8.3;39.2;15.4;-97;-97;83;96;85;15;15;15;10;15;4;0;0;1;0;0;0;61.28064;8
416P;wave1;5;3;0;1;1;0;1;2;-97;3.4;-97;33;16;-97;21;4;-97;25;5;6;2;1;0;0;1;1;0;7.786521;8
416P;wave1;5;3;0;1;1;0;1;3.5;-97;2.6;-97;33;14;-97;17;3;-97;16;5;10;2;1;0;0;1;1;0;7.786521;8
416P;wave1;5;3;0;1;1;0;1;3.5;-97;1.9;-97;33;14;-97;17;6;-97;25;5;6;0;1;0;0;1;1;0;7.786521;8
416P;wave1;5;3;0;1;1;0;1;2;-97;1.9;-97;33;16;-97;14;6;-97;21;10;10;2;1;0;0;1;1;0;7.786521;8
416P;wave1;5;3;0;1;1;0;1;3.5;-97;2.6;-97;33;16;-97;21;6;-97;25;10;3;1;1;0;0;1;1;0;7.786521;8
416P;wave1;5;3;0;1;1;0;1;2;-97;2.6;-97;33;14;-97;17;3;-97;21;10;10;0;1;0;0;1;1;0;7.786521;8
416P;wave1;2;3;0;1;1;0;1;2;-97;1.9;-97;33;14;-97;21;4;-97;21;5;3;2;1;0;0;1;1;0;7.786521;8
416P;wave1;5;3;0;1;1;0;1;3.5;-97;3.4;-97;33;14;-97;21;6;-97;21;20;10;0;1;0;0;1;1;0;7.786521;8
417P;wave1;3;3;0;0;1;1;1;12.2;51.4;18.8;-97;-97;106;80;124;15;20;6;5;20;4;0;0;0;1;0;0;61.28064;8
417P;wave1;5;3;0;0;1;1;1;9.6;29.4;14.7;-97;-97;106;113;124;10;20;9;5;10;3;0;0;0;1;0;0;61.28064;8
417P;wave1;4;3;0;0;1;1;1;7;29.4;10.7;-97;-97;86;99;124;15;10;9;20;20;4;0;0;0;1;0;0;61.28064;8
417P;wave1;3;3;0;0;1;1;1;12.2;40.4;10.7;-97;-97;86;80;86;10;20;9;10;15;4;0;0;0;1;0;0;61.28064;8
417P;wave1;3;3;0;0;1;1;1;7;40.4;10.7;-97;-97;121;113;124;20;10;6;5;15;4;0;0;0;1;0;0;61.28064;8
417P;wave1;5;3;0;0;1;1;1;9.6;29.4;14.7;-97;-97;106;113;102;10;10;6;20;10;4;0;0;0;1;0;0;61.28064;8
417P;wave1;4;3;0;0;1;1;1;7;29.4;10.7;-97;-97;106;113;86;20;20;7;5;20;4;0;0;0;1;0;0;61.28064;8
417P;wave1;5;3;0;0;1;1;1;12.2;51.4;10.7;-97;-97;106;80;124;20;10;7;10;10;3;0;0;0;1;0;0;61.28064;8
418P;wave3;3;3;0;0;1;1;1;2.7;13.4;11.2;-97;-97;24;30;27;4;4;24;10;6;0;0;0;0;0;0;1;18.81557;8
418P;wave3;5;3;0;0;1;1;1;4.8;17.1;8.2;-97;-97;40;37;34;6;8;20;10;10;1;0;0;0;0;0;1;18.81557;8
418P;wave3;4;3;0;0;1;1;1;2.7;9.7;8.2;-97;-97;40;30;27;4;8;20;20;6;0;0;0;0;0;0;1;18.81557;8
418P;wave3;3;3;0;0;1;1;1;4.8;13.4;11.2;-97;-97;24;22;20;6;6;24;5;10;1;0;0;0;0;0;1;18.81557;8
418P;wave3;4;3;0;0;1;1;1;4.8;9.7;11.2;-97;-97;40;37;34;6;8;20;10;3;1;0;0;0;0;0;1;18.81557;8
418P;wave3;3;3;0;0;1;1;1;4.8;17.1;11.2;-97;-97;24;30;34;8;6;16;5;3;2;0;0;0;0;0;1;18.81557;8
418P;wave3;5;3;0;0;1;1;1;2.7;17.1;14.3;-97;-97;24;22;27;8;6;16;10;6;1;0;0;0;0;0;1;18.81557;8
418P;wave3;4;3;0;0;1;1;1;4.8;17.1;14.3;-97;-97;32;22;34;6;4;24;20;3;2;0;0;0;0;0;1;18.81557;8
419P;wave2;5;1;0;0;1;1;1;4.6;12.3;7.9;-97;-97;45;52;56;4;9;15;5;3;1;1;0;0;0;0;0;25.56987;8
419P;wave2;4;1;0;0;1;1;1;3.3;16.9;5.8;-97;-97;56;52;56;9;4;10;5;6;2;1;0;0;0;0;0;25.56987;8
419P;wave2;5;1;0;0;1;1;1;3.3;12.3;5.8;-97;-97;45;52;33;9;9;13;5;10;2;1;0;0;0;0;0;25.56987;8
419P;wave2;4;1;0;0;1;1;1;3.3;12.3;5.8;-97;-97;34;42;56;7;4;15;20;10;3;1;0;0;0;0;0;25.56987;8
419P;wave2;4;1;0;0;1;1;1;5.8;21.5;10.1;-97;-97;45;31;56;7;9;10;5;10;3;1;0;0;0;0;0;25.56987;8
419P;wave2;4;1;0;0;1;1;1;5.8;16.9;5.8;-97;-97;34;31;33;4;9;15;10;6;3;1;0;0;0;0;0;25.56987;8
419P;wave2;5;1;0;0;1;1;1;5.8;21.5;5.8;-97;-97;45;31;56;9;4;13;10;3;1;1;0;0;0;0;0;25.56987;8
419P;wave2;4;1;0;0;1;1;1;4.6;12.3;7.9;-97;-97;45;52;45;4;4;10;20;3;3;1;0;0;0;0;0;25.56987;8
420P;wave2;1;2;1;0;1;1;1;3.5;4.3;1.9;17;-97;5;5;3;4;8;14;10;6;1;0;0;0;0;0;0;1.138164;8
420P;wave2;1;2;1;0;1;1;1;2;3.2;1.9;17;-97;7;8;3;8;8;11;5;10;0;0;0;0;0;0;0;1.138164;8
420P;wave2;1;2;1;0;1;1;1;3.5;5.5;3.4;17;-97;7;5;5;6;8;9;5;10;1;0;0;0;0;0;0;1.138164;8
420P;wave2;1;2;1;0;1;1;1;2;4.3;1.9;17;-97;9;8;5;8;4;9;5;6;0;0;0;0;0;0;0;1.138164;8
420P;wave2;1;2;1;0;1;1;1;2;3.2;1.9;17;-97;5;7;5;6;4;14;20;10;1;0;0;0;0;0;0;1.138164;8
420P;wave2;1;2;1;0;1;1;1;2.8;3.2;2.6;17;-97;7;8;4;4;4;9;20;3;1;0;0;0;0;0;0;1.138164;8
420P;wave2;1;2;1;0;1;1;1;3.5;5.5;1.9;17;-97;7;5;5;8;4;11;10;3;0;0;0;0;0;0;0;1.138164;8
420P;wave2;1;2;1;0;1;1;1;2.8;3.2;2.6;17;-97;7;8;5;4;8;14;5;3;0;0;0;0;0;0;0;1.138164;8
421P;wave2;5;2;1;0;1;1;1;2;9.1;1.9;45;-97;12;15;14;8;6;7;5;3;0;0;0;0;0;0;0;2.567596;8
421P;wave2;5;2;1;0;1;1;1;3.5;7.2;1.9;45;-97;20;18;18;6;6;7;10;10;0;0;0;0;0;0;0;2.567596;8
421P;wave2;5;2;1;0;1;1;1;2;7.2;2.6;45;-97;12;15;10;6;6;7;10;6;0;0;0;0;0;0;0;2.567596;8
421P;wave2;5;2;1;0;1;1;1;2.8;5.2;1.9;45;-97;16;11;18;8;8;4;20;10;0;0;0;0;0;0;0;2.567596;8
421P;wave2;5;2;1;0;1;1;1;2.8;5.2;1.9;45;-97;20;15;18;4;6;6;5;3;1;0;0;0;0;0;0;2.567596;8
421P;wave2;5;2;1;0;1;1;1;2.8;7.2;2.6;45;-97;12;15;10;6;4;6;5;10;0;0;0;0;0;0;0;2.567596;8
421P;wave2;5;2;1;0;1;1;1;3.5;5.2;1.9;45;-97;12;15;14;8;6;4;10;6;1;0;0;0;0;0;0;2.567596;8
421P;wave2;5;2;1;0;1;1;1;2.8;7.2;3.4;45;-97;20;18;18;8;6;7;20;3;1;0;0;0;0;0;0;2.567596;8
422P;wave1;5;3;1;0;1;1;1;3.5;3.3;3.4;17;-97;8;6;3;4;4;9;10;6;0;0;0;0;0;0;0;.9770221;8
422P;wave1;5;3;1;0;1;1;1;3.5;3.3;3.4;17;-97;8;6;3;4;4;9;10;6;0;0;0;0;0;0;0;.9770221;8
422P;wave1;5;3;1;0;1;1;1;3.5;3.3;3.4;17;-97;8;6;3;4;4;9;10;6;0;0;0;0;0;0;0;.9770221;8
422P;wave1;5;3;1;0;1;1;1;3.5;3.3;3.4;17;-97;8;6;3;4;4;9;10;6;0;0;0;0;0;0;0;.9770221;8
422P;wave1;5;3;1;0;1;1;1;3.5;3.3;3.4;17;-97;8;6;3;4;4;9;10;6;0;0;0;0;0;0;0;.9770221;8
422P;wave1;5;3;1;0;1;1;1;3.5;3.3;3.4;17;-97;8;6;3;4;4;9;10;6;0;0;0;0;0;0;0;.9770221;8
422P;wave1;5;3;1;0;1;1;1;3.5;3.3;3.4;17;-97;8;6;3;4;4;9;10;6;0;0;0;0;0;0;0;.9770221;8
422P;wave1;5;3;1;0;1;1;1;3.5;3.3;3.4;17;-97;8;6;3;4;4;9;10;6;0;0;0;0;0;0;0;.9770221;8
423P;wave1;5;3;0;1;1;0;1;2.8;-97;1.9;-97;27;25;-97;10;3;-97;10;20;10;0;1;0;0;0;0;0;5.644066;8
423P;wave1;5;3;0;1;1;0;1;2.8;-97;1.9;-97;27;25;-97;10;3;-97;10;20;10;0;1;0;0;0;0;0;5.644066;8
423P;wave1;5;3;0;1;1;0;1;2.8;-97;1.9;-97;27;25;-97;10;3;-97;10;20;10;0;1;0;0;0;0;0;5.644066;8
423P;wave1;5;3;0;1;1;0;1;2.8;-97;1.9;-97;27;25;-97;10;3;-97;10;20;10;0;1;0;0;0;0;0;5.644066;8
423P;wave1;5;3;0;1;1;0;1;2.8;-97;1.9;-97;27;25;-97;10;3;-97;10;20;10;0;1;0;0;0;0;0;5.644066;8
423P;wave1;5;3;0;1;1;0;1;2.8;-97;1.9;-97;27;25;-97;10;3;-97;10;20;10;0;1;0;0;0;0;0;5.644066;8
423P;wave1;5;3;0;1;1;0;1;2.8;-97;1.9;-97;27;25;-97;10;3;-97;10;20;10;0;1;0;0;0;0;0;5.644066;8
423P;wave1;5;3;0;1;1;0;1;2.8;-97;1.9;-97;27;25;-97;10;3;-97;10;20;10;0;1;0;0;0;0;0;5.644066;8
424P;wave2;2;2;0;1;1;1;1;3.5;8.5;5;-97;40;15;14;14;4;8;14;10;6;2;1;0;1;1;1;1;6.606529;8
424P;wave2;2;2;0;1;1;1;1;2.8;6.1;6.8;-97;40;19;23;19;4;4;9;20;3;2;1;0;1;1;1;1;6.606529;8
424P;wave2;2;2;0;1;1;1;1;2;6.1;5;-97;40;15;18;23;6;4;14;20;10;2;1;0;1;1;1;1;6.606529;8
424P;wave2;2;2;0;1;1;1;1;3.5;10.8;5;-97;40;19;14;23;8;4;11;10;3;0;1;0;1;1;1;1;6.606529;8
424P;wave2;2;2;0;1;1;1;1;2;8.5;5;-97;40;24;23;23;8;4;9;5;6;1;1;0;1;1;1;1;6.606529;8
424P;wave2;2;2;0;1;1;1;1;2.8;6.1;6.8;-97;40;19;23;23;4;8;14;5;3;0;1;0;1;1;1;1;6.606529;8
424P;wave2;2;2;0;1;1;1;1;3.5;10.8;8.7;-97;40;19;14;23;6;8;9;5;10;2;1;0;1;1;1;1;6.606529;8
424P;wave2;2;2;0;1;1;1;1;2;6.1;5;-97;40;19;23;14;8;8;11;5;10;1;1;0;1;1;1;1;6.606529;8
425P;wave2;4;3;0;0;1;1;1;19.4;30.6;33.4;-97;-97;120;84;176;20;20;11;20;90;3;0;0;0;0;0;1;116.5976;8
425P;wave2;3;3;0;0;1;1;1;19.4;42.1;46;-97;-97;90;112;105;15;10;14;5;90;3;0;0;0;0;0;1;116.5976;8
425P;wave2;4;3;0;0;1;1;1;24.7;42.1;33.4;-97;-97;150;140;176;15;15;17;10;90;2;0;0;0;0;0;1;116.5976;8
425P;wave2;3;3;0;0;1;1;1;14.1;42.1;46;-97;-97;90;112;105;15;15;17;10;60;3;0;0;0;0;0;1;116.5976;8
425P;wave2;3;3;0;0;1;1;1;14.1;53.6;33.4;-97;-97;90;112;140;20;15;17;5;30;3;0;0;0;0;0;1;116.5976;8
425P;wave2;4;3;0;0;1;1;1;24.7;30.6;33.4;-97;-97;90;112;140;20;15;11;10;60;4;0;0;0;0;0;1;116.5976;8
425P;wave2;4;3;0;0;1;1;1;19.4;30.6;33.4;-97;-97;150;112;176;10;15;14;5;30;4;0;0;0;0;0;1;116.5976;8
425P;wave2;4;3;0;0;1;1;1;19.4;42.1;58.5;-97;-97;150;140;176;20;15;17;20;30;4;0;0;0;0;0;1;116.5976;8
426P;pretest;2;1;0;1;1;1;1;3.5;9.1;2.1;-97;20;16;18;8;3;3;12;10;8;0;0;0;0;0;1;0;4.861;8
426P;pretest;5;1;0;1;1;1;1;2;11.6;3.6;-97;20;20;15;6;4;5;9;10;8;0;0;0;0;0;1;0;4.861;8
426P;pretest;5;1;0;1;1;1;1;2;6.6;2.9;-97;20;23;21;6;3;5;9;10;7;1;0;0;0;0;1;0;4.861;8
426P;pretest;2;1;0;1;1;1;1;3.5;11.6;2.1;-97;20;23;18;8;6;3;9;10;8;0;0;0;0;0;1;0;4.861;8
426P;pretest;5;1;0;1;1;1;1;2.8;9.1;3.6;-97;20;20;18;6;4;3;7;5;10;1;0;0;0;0;1;0;4.861;8
426P;pretest;5;1;0;1;1;1;1;3.5;6.6;2.1;-97;20;16;15;6;6;5;12;5;10;1;0;0;0;0;1;0;4.861;8
426P;pretest;2;1;0;1;1;1;1;2;11.6;3.6;-97;20;23;21;8;6;3;12;20;8;1;0;0;0;0;1;0;4.861;8
426P;pretest;5;1;0;1;1;1;1;2.8;11.6;2.9;-97;20;23;21;8;4;5;7;20;10;0;0;0;0;0;1;0;4.861;8
427P;pretest;3;3;0;0;1;1;1;4.5;21.7;2.4;-97;-97;42;39;46;8;11;18;5;7;3;0;0;0;0;0;0;17.606;8
427P;pretest;3;3;0;0;1;1;1;5.8;17.1;4.2;-97;-97;42;39;40;6;6;18;10;7;3;0;0;0;0;0;0;17.606;8
427P;pretest;5;3;0;0;1;1;1;4.5;12.4;3.3;-97;-97;34;31;34;12;11;28;20;12;2;0;0;0;0;0;0;17.606;8
427P;pretest;5;3;0;0;1;1;1;3.3;21.7;3.3;-97;-97;42;39;40;12;6;22;5;7;1;0;0;0;0;0;0;17.606;8
427P;pretest;3;3;0;0;1;1;1;4.5;17.1;2.4;-97;-97;48;39;46;8;6;18;10;12;2;0;0;0;0;0;0;17.606;8
427P;pretest;5;3;0;0;1;1;1;3.3;12.4;4.2;-97;-97;42;31;34;6;7;22;20;12;1;0;0;0;0;0;0;17.606;8
427P;pretest;5;3;0;0;1;1;1;4.5;17.1;2.4;-97;-97;42;39;46;6;7;28;20;7;2;0;0;0;0;0;0;17.606;8
427P;pretest;5;3;0;0;1;1;1;5.8;12.4;4.2;-97;-97;42;44;40;12;7;28;5;7;1;0;0;0;0;0;0;17.606;8
428P;pretest;5;2;0;0;1;1;1;4.2;9.5;4.5;-97;-97;31;33;28;4;4;9;20;21;0;0;0;0;0;1;1;19.142;8
428P;pretest;5;2;0;0;1;1;1;3.3;13.1;4.5;-97;-97;36;29;24;6;8;14;10;16;0;0;0;0;0;1;1;19.142;8
428P;pretest;5;2;0;0;1;1;1;4.2;16.7;2.6;-97;-97;25;23;33;4;5;11;10;16;1;0;0;0;0;1;1;19.142;8
428P;pretest;5;2;0;0;1;1;1;3.3;13.1;2.6;-97;-97;25;23;28;9;8;9;20;21;0;0;0;0;0;1;1;19.142;8
428P;pretest;5;2;0;0;1;1;1;2.4;9.5;4.5;-97;-97;36;33;24;6;5;9;5;21;0;0;0;0;0;1;1;19.142;8
428P;pretest;5;2;0;0;1;1;1;2.4;16.7;3.5;-97;-97;36;33;33;6;5;11;5;26;0;0;0;0;0;1;1;19.142;8
428P;pretest;5;2;0;0;1;1;1;3.3;16.7;2.6;-97;-97;31;23;28;4;4;11;5;26;0;0;0;0;0;1;1;19.142;8
428P;pretest;5;2;0;0;1;1;1;2.4;16.7;3.5;-97;-97;25;23;24;9;4;14;20;21;1;0;0;0;0;1;1;19.142;8
429P;pretest;4;3;0;0;1;1;1;6.2;17.5;11.2;-97;-97;43;40;42;8;6;6;5;17;2;1;0;0;0;0;0;28.198;8
429P;pretest;4;3;0;0;1;1;1;4.5;22.3;11.2;-97;-97;50;46;58;12;8;9;20;14;2;1;0;0;0;0;0;28.198;8
429P;pretest;4;3;0;0;1;1;1;7.9;22.3;6.4;-97;-97;50;40;58;12;8;8;10;14;1;1;0;0;0;0;0;28.198;8
429P;pretest;5;3;0;0;1;1;1;4.5;22.3;11.2;-97;-97;43;32;42;8;11;8;10;14;1;1;0;0;0;0;0;28.198;8
429P;pretest;4;3;0;0;1;1;1;7.9;17.5;6.4;-97;-97;35;40;58;6;6;9;10;14;0;1;0;0;0;0;0;28.198;8
429P;pretest;5;3;0;0;1;1;1;6.2;22.3;8.8;-97;-97;50;46;58;8;11;6;20;17;0;1;0;0;0;0;0;28.198;8
429P;pretest;4;3;0;0;1;1;1;7.9;12.8;6.4;-97;-97;35;32;42;12;11;9;5;17;2;1;0;0;0;0;0;28.198;8
429P;pretest;5;3;0;0;1;1;1;4.5;12.8;8.8;-97;-97;50;46;42;6;11;8;10;11;2;1;0;0;0;0;0;28.198;8
430P;pretest;4;1;0;0;1;1;1;5.4;13.7;5.9;-97;-97;33;30;23;5;4;18;10;6;2;0;0;0;0;0;0;23.337;8
430P;pretest;5;1;0;0;1;1;1;4.3;13.7;3.4;-97;-97;33;30;26;5;6;28;20;6;1;0;0;0;0;0;0;23.337;8
430P;pretest;5;1;0;0;1;1;1;3.1;9.9;5.9;-97;-97;33;24;19;5;6;22;20;9;0;0;0;0;0;0;0;23.337;8
430P;pretest;4;1;0;0;1;1;1;5.4;9.9;5.9;-97;-97;33;34;23;9;6;28;5;6;0;0;0;0;0;0;0;23.337;8
430P;pretest;5;1;0;0;1;1;1;3.1;17.4;4.6;-97;-97;33;30;23;9;4;22;5;6;0;0;0;0;0;0;0;23.337;8
430P;pretest;5;1;0;0;1;1;1;4.3;9.9;4.6;-97;-97;26;24;19;9;9;28;20;9;1;0;0;0;0;0;0;23.337;8
430P;pretest;3;1;0;0;1;1;1;4.3;17.4;3.4;-97;-97;33;30;26;6;9;18;5;6;2;0;0;0;0;0;0;23.337;8
430P;pretest;5;1;0;0;1;1;1;4.3;13.7;3.4;-97;-97;37;30;26;6;4;18;10;9;1;0;0;0;0;0;0;23.337;8
431P;wave3;4;1;0;0;1;1;1;2.8;17.4;7;-97;-97;43;30;38;4;9;10;5;20;3;0;0;0;0;0;0;16.96937;8
431P;wave3;4;1;0;0;1;1;1;3.5;12.7;7;-97;-97;54;41;64;9;4;12;10;40;2;0;0;0;0;0;0;16.96937;8
431P;wave3;4;1;0;0;1;1;1;2.8;12.7;5.5;-97;-97;43;51;64;9;4;8;10;20;1;0;0;0;0;0;0;16.96937;8
431P;wave3;4;1;0;0;1;1;1;2;22.2;5.5;-97;-97;54;51;64;4;7;12;20;20;3;0;0;0;0;0;0;16.96937;8
431P;wave3;3;1;0;0;1;1;1;2;12.7;4;-97;-97;43;51;51;7;4;12;5;30;3;0;0;0;0;0;0;16.96937;8
431P;wave3;4;1;0;0;1;1;1;3.5;22.2;5.5;-97;-97;33;30;64;4;7;8;10;40;1;0;0;0;0;0;0;16.96937;8
431P;wave3;3;1;0;0;1;1;1;2.8;17.4;7;-97;-97;33;30;64;7;9;10;10;40;2;0;0;0;0;0;0;16.96937;8
431P;wave3;5;1;0;0;1;1;1;2.8;17.4;4;-97;-97;33;30;38;9;9;12;20;20;1;0;0;0;0;0;0;16.96937;8
432P;wave3;5;3;0;0;1;1;1;12;32.3;18.8;-97;-97;64;80;62;9;9;8;20;20;4;0;0;0;0;1;1;78.84709;8
432P;wave3;5;3;0;0;1;1;1;12;23.5;18.8;-97;-97;85;100;104;9;17;10;5;20;4;0;0;0;0;1;1;78.84709;8
432P;wave3;5;3;0;0;1;1;1;12;32.3;14.7;-97;-97;107;100;83;13;9;8;5;15;4;0;0;0;0;1;1;78.84709;8
432P;wave3;5;3;0;0;1;1;1;8.7;23.5;10.7;-97;-97;85;80;62;17;17;8;20;20;4;0;0;0;0;1;1;78.84709;8
432P;wave3;5;3;0;0;1;1;1;8.7;32.3;18.8;-97;-97;107;100;62;17;13;10;5;15;3;0;0;0;0;1;1;78.84709;8
432P;wave3;5;3;0;0;1;1;1;8.7;41.1;18.8;-97;-97;85;80;62;13;13;12;5;15;3;0;0;0;0;1;1;78.84709;8
432P;wave3;5;3;0;0;1;1;1;15.2;32.3;18.8;-97;-97;85;100;83;9;13;8;20;10;3;0;0;0;0;1;1;78.84709;8
432P;wave3;4;3;0;0;1;1;1;8.7;32.3;10.7;-97;-97;64;60;104;17;9;10;20;15;4;0;0;0;0;1;1;78.84709;8
435P;wave2;3;2;0;0;1;1;1;12.1;29.9;13.2;-97;-97;83;78;186;8;8;26;5;20;2;0;0;0;0;1;0;52.04751;8
435P;wave2;3;2;0;0;1;1;1;15.4;38;13.2;-97;-97;63;59;186;8;8;32;20;15;2;0;0;0;0;1;0;52.04751;8
435P;wave2;3;2;0;0;1;1;1;8.8;21.7;7.5;-97;-97;104;78;186;8;17;26;10;15;2;0;0;0;0;1;0;52.04751;8
435P;wave2;3;2;0;0;1;1;1;12.1;29.9;13.2;-97;-97;63;59;139;17;17;21;10;10;2;0;0;0;0;1;0;52.04751;8
