person_id;studycode;choice;purpose;av_bf;av_v;av_cp;av_cs;av_pt;c_cp;c_cs;c_pt;tt_bf;tt_v;tt_cp;tt_cs;tt_pt;acc_cp;acc_cs;acc_pt;r_cp;s_pt;tr_pt;cost;time;acc;risk;trns;freq;distance;count
119P;wave2;5;3;0;0;1;1;1;20.4;32.4;19;-97;-97;159;119;213;10;15;28;5;30;4;1;1;1;1;1;1;118.4239;8
119P;wave2;5;3;0;0;1;1;1;14.8;56.7;19;-97;-97;95;119;171;20;15;34;5;30;4;1;1;1;1;1;1;118.4239;8
119P;wave2;5;3;0;0;1;1;1;14.8;44.5;26.2;-97;-97;95;119;128;15;15;34;10;60;4;1;1;1;1;1;1;118.4239;8
120P;wave1;5;1;0;1;1;1;1;2;7.5;2.4;-97;21;18;21;28;4;3;9;20;10;1;0;0;1;0;0;0;3.63563;8
120P;wave1;5;1;0;1;1;1;1;2.8;7.5;3.3;-97;21;23;24;28;3;6;9;5;3;0;0;0;1;0;0;0;3.63563;8
120P;wave1;5;1;0;1;1;1;1;3.5;13.1;2.4;-97;21;23;17;28;6;3;8;10;3;0;0;0;1;0;0;0;3.63563;8
120P;wave1;5;1;0;1;1;1;1;3.5;10.3;2.4;-97;21;18;17;19;3;6;9;10;6;1;0;0;1;0;0;0;3.63563;8
120P;wave1;5;1;0;1;1;1;1;2;10.3;2.4;-97;21;26;24;28;6;3;6;5;6;0;0;0;1;0;0;0;3.63563;8
120P;wave1;5;1;0;1;1;1;1;3.5;13.1;4.2;-97;21;23;17;28;4;6;6;5;10;1;0;0;1;0;0;0;3.63563;8
120P;wave1;5;1;0;1;1;1;1;2.8;7.5;3.3;-97;21;23;24;23;3;3;6;20;3;1;0;0;1;0;0;0;3.63563;8
120P;wave1;5;1;0;1;1;1;1;2;7.5;2.4;-97;21;23;24;19;6;6;8;5;10;0;0;0;1;0;0;0;3.63563;8
121P;wave2;5;3;0;0;1;1;1;12;39;19.1;-97;-97;78;97;56;15;15;18;10;30;3;0;0;0;0;0;0;94.02097;8
121P;wave2;5;3;0;0;1;1;1;16.5;39;19.1;-97;-97;78;97;56;15;10;15;5;40;3;0;0;0;0;0;0;94.02097;8
121P;wave2;5;3;0;0;1;1;1;21;28.3;13.9;-97;-97;78;97;74;20;15;12;10;30;4;0;0;0;0;0;0;94.02097;8
121P;wave2;5;3;0;0;1;1;1;21;39;13.9;-97;-97;130;122;93;15;15;18;10;40;2;0;0;0;0;0;0;94.02097;8
121P;wave2;5;3;0;0;1;1;1;16.5;28.3;13.9;-97;-97;130;97;93;10;15;15;5;20;4;0;0;0;0;0;0;94.02097;8
121P;wave2;5;3;0;0;1;1;1;16.5;39;24.4;-97;-97;130;122;93;20;15;18;20;20;4;0;0;0;0;0;0;94.02097;8
121P;wave2;5;3;0;0;1;1;1;12;49.6;13.9;-97;-97;78;97;74;20;15;18;5;20;3;0;0;0;0;0;0;94.02097;8
121P;wave2;5;3;0;0;1;1;1;16.5;28.3;13.9;-97;-97;104;73;93;20;20;12;20;40;3;0;0;0;0;0;0;94.02097;8
122P;wave3;2;1;0;1;1;1;1;2.8;4;3.5;-97;25;10;11;16;8;4;7;10;10;0;0;0;0;0;0;0;4.720331;8
122P;wave3;3;1;0;1;1;1;1;2.8;5.5;4.5;-97;25;7;7;16;6;8;8;10;20;0;0;0;0;0;0;0;4.720331;8
122P;wave3;2;1;0;1;1;1;1;2;7;3.5;-97;25;12;11;16;4;6;10;20;10;1;0;0;0;0;0;0;4.720331;8
122P;wave3;3;1;0;1;1;1;1;2;4;2.6;-97;25;10;11;13;6;4;10;5;15;1;0;0;0;0;0;0;4.720331;8
122P;wave3;2;1;0;1;1;1;1;2.8;5.5;4.5;-97;25;10;7;10;4;8;8;5;10;1;0;0;0;0;0;0;4.720331;8
122P;wave3;5;1;0;1;1;1;1;2.8;5.5;2.6;-97;25;7;7;10;8;8;10;20;10;0;0;0;0;0;0;0;4.720331;8
122P;wave3;4;1;0;1;1;1;1;3.5;4;4.5;-97;25;12;9;16;8;4;10;10;20;0;0;0;0;0;0;0;4.720331;8
122P;wave3;2;1;0;1;1;1;1;3.5;7;3.5;-97;25;7;7;16;4;6;7;10;20;0;0;0;0;0;0;0;4.720331;8
123P;wave3;5;2;1;0;1;1;1;3.5;7.5;2.6;52;-97;8;8;9;4;6;12;10;40;0;0;0;0;1;0;0;3.263001;8
123P;wave3;3;2;1;0;1;1;1;2.8;5.9;3.4;52;-97;11;8;6;4;8;15;5;20;2;0;0;0;1;0;0;3.263001;8
123P;wave3;4;2;1;0;1;1;1;3.5;4.3;3.4;52;-97;14;10;9;8;4;18;10;40;1;0;0;0;1;0;0;3.263001;8
123P;wave3;3;2;1;0;1;1;1;2.8;4.3;2.6;52;-97;11;13;9;8;4;12;10;20;0;0;0;0;1;0;0;3.263001;8
123P;wave3;3;2;1;0;1;1;1;2;7.5;2.6;52;-97;14;13;9;4;6;18;20;20;2;0;0;0;1;0;0;3.263001;8
123P;wave3;3;2;1;0;1;1;1;2.8;5.9;1.9;52;-97;8;8;6;8;8;18;20;20;0;0;0;0;1;0;0;3.263001;8
123P;wave3;3;2;1;0;1;1;1;2;4.3;1.9;52;-97;11;13;7;6;4;18;5;30;2;0;0;0;1;0;0;3.263001;8
123P;wave3;3;2;1;0;1;1;1;2.8;5.9;3.4;52;-97;8;8;9;6;8;15;10;40;1;0;0;0;1;0;0;3.263001;8
124P;pretest;2;2;0;1;1;1;1;2.8;5.1;2.1;-97;11;5;5;2;3;3;12;5;10;1;0;0;0;0;0;0;1.995;8
124P;pretest;2;2;0;1;1;1;1;3.5;4;3.6;-97;11;5;5;2;3;3;12;10;10;1;0;0;0;0;0;0;1.995;8
124P;pretest;2;2;0;1;1;1;1;2;2.9;3.6;-97;11;5;4;2;3;3;15;20;16;0;0;0;0;0;0;0;1.995;8
124P;pretest;2;2;0;1;1;1;1;3.5;2.9;3.6;-97;11;5;6;2;3;3;18;5;10;0;0;0;0;0;0;0;1.995;8
124P;pretest;2;2;0;1;1;1;1;2;5.1;2.9;-97;11;5;5;2;3;3;15;5;10;0;0;0;0;0;0;0;1.995;8
124P;pretest;2;2;0;1;1;1;1;2.8;4;2.1;-97;11;5;5;2;3;3;18;20;10;0;0;0;0;0;0;0;1.995;8
124P;pretest;2;2;0;1;1;1;1;2.8;2.9;2.9;-97;11;4;4;2;3;3;18;20;16;0;0;0;0;0;0;0;1.995;8
124P;pretest;2;2;0;1;1;1;1;2.8;4;2.1;-97;11;6;5;2;3;3;12;10;16;0;0;0;0;0;0;0;1.995;8
125P;wave2;4;2;0;1;1;1;1;2.8;4.7;3.4;-97;16;8;8;3;4;4;13;5;10;0;1;1;1;1;1;1;2.567878;8
125P;wave2;4;2;0;1;1;1;1;2;4.7;2.6;-97;16;8;6;3;6;4;11;20;3;0;1;1;1;1;1;1;2.567878;8
125P;wave2;4;2;0;1;1;1;1;2;6;3.4;-97;16;8;10;2;4;8;13;20;6;1;1;1;1;1;1;1;2.567878;8
125P;wave2;4;2;0;1;1;1;1;2;3.4;1.9;-97;16;10;8;3;4;8;13;10;6;0;1;1;1;1;1;1;2.567878;8
125P;wave2;4;2;0;1;1;1;1;3.5;3.4;3.4;-97;16;10;8;3;6;6;13;10;6;0;1;1;1;1;1;1;2.567878;8
125P;wave2;4;2;0;1;1;1;1;2.8;4.7;3.4;-97;16;6;6;2;8;8;11;10;3;0;1;1;1;1;1;1;2.567878;8
125P;wave2;4;2;0;1;1;1;1;2.8;6;2.6;-97;16;10;8;4;6;6;11;20;10;0;1;1;1;1;1;1;2.567878;8
125P;wave2;4;2;0;1;1;1;1;3.5;6;3.4;-97;16;6;6;3;4;4;16;20;6;0;1;1;1;1;1;1;2.567878;8
126P;wave2;5;1;0;0;1;1;1;16.5;33.9;17.8;-97;-97;72;89;46;14;10;12;5;40;1;0;0;0;0;0;0;96.04976;8
126P;wave2;5;1;0;0;1;1;1;16.5;24.6;13;-97;-97;95;67;76;19;19;9;20;40;1;0;0;0;0;0;0;96.04976;8
126P;wave2;5;1;0;0;1;1;1;12;43.1;13;-97;-97;72;89;61;19;14;14;5;20;1;0;0;0;0;0;0;96.04976;8
126P;wave2;5;1;0;0;1;1;1;21;33.9;13;-97;-97;119;111;76;14;14;14;10;40;0;0;0;0;0;0;0;96.04976;8
126P;wave2;5;1;0;0;1;1;1;12;33.9;17.8;-97;-97;72;89;46;14;14;14;10;30;1;0;0;0;0;0;0;96.04976;8
126P;wave2;5;1;0;0;1;1;1;16.5;24.6;13;-97;-97;119;89;76;10;14;12;5;20;2;0;0;0;0;0;0;96.04976;8
126P;wave2;5;1;0;0;1;1;1;21;24.6;13;-97;-97;72;89;61;19;14;9;10;30;2;0;0;0;0;0;0;96.04976;8
126P;wave2;5;1;0;0;1;1;1;16.5;33.9;22.7;-97;-97;119;111;76;19;14;14;20;20;2;0;0;0;0;0;0;96.04976;8
127P;wave3;5;1;0;0;1;1;1;4;13.6;4.5;-97;-97;24;23;32;8;8;10;20;10;1;0;0;1;0;0;1;22.66022;8
127P;wave3;5;1;0;0;1;1;1;5.1;9.9;7.8;-97;-97;41;30;53;8;4;10;10;20;2;0;0;1;0;0;1;22.66022;8
127P;wave3;5;1;0;0;1;1;1;4;9.9;6.2;-97;-97;33;38;53;8;4;7;10;10;1;0;0;1;0;0;1;22.66022;8
127P;wave3;5;1;0;0;1;1;1;4;13.6;7.8;-97;-97;33;23;32;4;8;9;5;10;3;0;0;1;0;0;1;22.66022;8
127P;wave3;3;1;0;0;1;1;1;4;13.6;7.8;-97;-97;24;23;53;6;8;9;10;20;2;0;0;1;0;0;1;22.66022;8
127P;wave3;5;1;0;0;1;1;1;5.1;17.3;6.2;-97;-97;24;23;53;4;6;7;10;20;1;0;0;1;0;0;1;22.66022;8
127P;wave3;5;1;0;0;1;1;1;2.9;17.3;6.2;-97;-97;41;38;53;4;6;10;20;10;3;0;0;1;0;0;1;22.66022;8
127P;wave3;5;1;0;0;1;1;1;2.9;9.9;4.5;-97;-97;33;38;42;6;4;10;5;15;3;0;0;1;0;0;1;22.66022;8
128P;pretest;2;2;0;1;1;1;1;2.8;4.3;3.6;-97;8;7;6;2;3;3;12;10;3;0;0;0;0;1;0;0;1.926;8
128P;pretest;5;2;0;1;1;1;1;2.8;4.3;2.1;-97;8;5;5;2;3;3;8;20;3;0;0;0;0;1;0;0;1.926;8
128P;pretest;2;2;0;1;1;1;1;2;3.1;3.6;-97;8;7;6;2;3;3;8;5;3;0;0;0;0;1;0;0;1.926;8
128P;pretest;5;2;0;1;1;1;1;3.5;5.4;2.1;-97;8;5;5;2;3;3;10;10;3;1;0;0;0;1;0;0;1.926;8
128P;pretest;5;2;0;1;1;1;1;2;5.4;2.9;-97;8;7;6;2;3;3;10;5;3;0;0;0;0;1;0;0;1.926;8
128P;pretest;2;2;0;1;1;1;1;2;5.4;2.9;-97;8;5;5;2;3;3;12;20;3;1;0;0;0;1;0;0;1.926;8
128P;pretest;5;2;0;1;1;1;1;2.8;5.4;2.1;-97;8;6;5;2;3;3;10;5;3;0;0;0;0;1;0;0;1.926;8
128P;pretest;5;2;0;1;1;1;1;3.5;3.1;3.6;-97;8;6;6;2;3;3;8;20;3;0;0;0;0;1;0;0;1.926;8
129P;pretest;5;1;0;1;1;1;1;3.5;7.9;3.6;-97;35;25;26;24;7;4;9;5;5;0;0;0;0;0;0;0;13.69842;8
129P;pretest;3;1;0;1;1;1;1;2.8;13.8;2.1;-97;35;25;23;28;5;6;6;5;5;2;0;0;0;0;0;0;13.69842;8
129P;pretest;5;1;0;1;1;1;1;2.8;10.8;2.1;-97;35;25;23;28;4;4;9;20;5;1;0;0;0;0;0;0;13.69842;8
129P;pretest;5;1;0;1;1;1;1;2.8;7.9;2.9;-97;35;20;18;20;7;6;9;20;7;1;0;0;0;0;0;0;13.69842;8
129P;pretest;5;1;0;1;1;1;1;2.8;10.8;2.1;-97;35;28;23;28;5;3;6;10;7;1;0;0;0;0;0;0;13.69842;8
129P;pretest;5;1;0;1;1;1;1;3.5;10.8;3.6;-97;35;25;23;24;4;3;6;10;5;2;0;0;0;0;0;0;13.69842;8
129P;pretest;3;1;0;1;1;1;1;2;13.8;2.9;-97;35;25;23;24;7;3;7;5;5;0;0;0;0;0;0;0;13.69842;8
129P;pretest;3;1;0;1;1;1;1;2;7.9;3.6;-97;35;25;18;20;4;4;7;20;7;0;0;0;0;0;0;0;13.69842;8
130P;wave3;5;1;0;0;1;1;1;2.8;13.8;2.9;-97;-97;25;23;14;8;8;16;20;10;0;0;0;0;1;0;0;13.55394;8
130P;wave3;5;1;0;0;1;1;1;2;10.1;2.9;-97;-97;33;39;18;6;4;16;5;15;1;0;0;0;1;0;0;13.55394;8
130P;wave3;5;1;0;0;1;1;1;3.5;10.1;5;-97;-97;42;31;22;8;4;16;10;20;0;0;0;0;1;0;0;13.55394;8
130P;wave3;5;1;0;0;1;1;1;2;17.6;4;-97;-97;42;39;22;4;6;16;20;10;1;0;0;0;1;0;0;13.55394;8
130P;wave3;5;1;0;0;1;1;1;2.8;13.8;5;-97;-97;33;23;14;4;8;13;5;10;1;0;0;0;1;0;0;13.55394;8
130P;wave3;5;1;0;0;1;1;1;2.8;10.1;4;-97;-97;33;39;22;8;4;10;10;10;0;0;0;0;1;0;0;13.55394;8
130P;wave3;5;1;0;0;1;1;1;2.8;13.8;5;-97;-97;25;23;22;6;8;13;10;20;0;0;0;0;1;0;0;13.55394;8
130P;wave3;5;1;0;0;1;1;1;3.5;17.6;4;-97;-97;25;23;22;4;6;10;10;20;0;0;0;0;1;0;0;13.55394;8
131P;wave3;5;1;1;0;1;1;1;3.5;4.2;4.5;18;-97;6;7;3;4;6;9;20;3;0;0;0;0;0;0;0;.8545225;8
131P;wave3;5;1;1;0;1;1;1;2;4.2;4.5;18;-97;7;7;2;8;6;11;5;6;0;0;0;0;0;0;0;.8545225;8
131P;wave3;5;1;1;0;1;1;1;2.8;4.2;3.5;18;-97;7;7;3;6;4;9;5;6;1;0;0;0;0;0;0;.8545225;8
131P;wave3;5;1;1;0;1;1;1;2;4.2;2.6;18;-97;4;4;4;8;4;11;20;6;0;0;0;0;0;0;0;.8545225;8
131P;wave3;5;1;1;0;1;1;1;2;3;2.6;18;-97;6;6;2;8;8;9;20;10;1;0;0;0;0;0;0;.8545225;8
131P;wave3;5;1;1;0;1;1;1;2;5.3;4.5;18;-97;6;6;2;6;6;13;5;6;0;0;0;0;0;0;0;.8545225;8
131P;wave3;5;1;1;0;1;1;1;2.8;4.2;4.5;18;-97;4;6;2;4;4;9;20;10;1;0;0;0;0;0;0;.8545225;8
131P;wave3;5;1;1;0;1;1;1;2.8;3;4.5;18;-97;6;7;4;4;8;11;5;10;0;0;0;0;0;0;0;.8545225;8
132P;wave3;5;1;0;0;1;1;1;4.7;28.4;10.9;-97;-97;57;53;36;9;9;18;5;15;0;0;0;0;0;0;0;28.56202;8
132P;wave3;5;1;0;0;1;1;1;8.3;22.3;10.9;-97;-97;57;67;48;6;9;12;20;10;0;0;0;0;0;0;0;28.56202;8
132P;wave3;5;1;0;0;1;1;1;4.7;22.3;6.2;-97;-97;43;40;60;11;6;15;20;15;1;0;0;0;0;0;0;28.56202;8
132P;wave3;5;1;0;0;1;1;1;6.5;22.3;8.6;-97;-97;71;67;48;9;6;12;5;15;2;0;0;0;0;0;0;28.56202;8
132P;wave3;5;1;0;0;1;1;1;4.7;16.2;6.2;-97;-97;57;53;36;11;11;12;20;20;2;0;0;0;0;0;0;28.56202;8
132P;wave3;5;1;0;0;1;1;1;4.7;22.3;10.9;-97;-97;71;67;36;11;9;15;5;15;0;0;0;0;0;0;0;28.56202;8
132P;wave3;5;1;0;0;1;1;1;6.5;22.3;10.9;-97;-97;43;53;36;6;6;12;20;20;2;0;0;0;0;0;0;28.56202;8
132P;wave3;5;1;0;0;1;1;1;6.5;16.2;10.9;-97;-97;57;67;60;6;11;15;5;20;1;0;0;0;0;0;0;28.56202;8
133P;wave3;3;3;0;0;1;1;1;2.3;10;5.4;-97;-97;33;38;46;6;4;8;5;15;4;0;0;1;0;0;0;16.97762;8
133P;wave3;3;3;0;0;1;1;1;3.2;10;7.5;-97;-97;33;38;58;8;4;6;10;10;2;0;0;1;0;0;0;16.97762;8
133P;wave3;3;3;0;0;1;1;1;3.2;13.7;5.4;-97;-97;25;23;35;8;8;8;20;10;2;0;0;1;0;0;0;16.97762;8
133P;wave3;3;3;0;0;1;1;1;4.1;10;9.5;-97;-97;41;31;58;8;4;8;10;20;3;0;0;1;0;0;0;16.97762;8
133P;wave3;3;3;0;0;1;1;1;3.2;13.7;9.5;-97;-97;25;23;58;6;8;7;10;20;3;0;0;1;0;0;0;16.97762;8
133P;wave3;3;3;0;0;1;1;1;2.3;17.4;7.5;-97;-97;41;38;58;4;6;8;20;10;4;0;0;1;0;0;0;16.97762;8
133P;wave3;3;3;0;0;1;1;1;4.1;17.4;7.5;-97;-97;25;23;58;4;6;6;10;20;2;0;0;1;0;0;0;16.97762;8
133P;wave3;5;3;0;0;1;1;1;3.2;13.7;9.5;-97;-97;33;23;35;4;8;7;5;10;4;0;0;1;0;0;0;16.97762;8
134P;wave1;5;1;0;0;1;1;1;5.4;23.6;7.3;-97;-97;37;34;39;4;4;20;20;15;0;1;0;0;0;0;0;23.03365;8
134P;wave1;5;1;0;0;1;1;1;3.1;23.6;7.3;-97;-97;45;48;32;4;9;17;20;15;2;1;0;0;0;0;0;23.03365;8
134P;wave1;5;1;0;0;1;1;1;4.3;18.5;7.3;-97;-97;37;34;32;9;9;13;10;10;0;1;0;0;0;0;0;23.03365;8
134P;wave1;5;1;0;0;1;1;1;3.1;18.5;5.7;-97;-97;45;34;39;6;4;13;20;10;1;1;0;0;0;0;0;23.03365;8
134P;wave1;5;1;0;0;1;1;1;5.4;13.5;7.3;-97;-97;52;42;39;6;6;17;10;15;1;1;0;0;0;0;0;23.03365;8
134P;wave1;5;1;0;0;1;1;1;4.3;18.5;7.3;-97;-97;45;42;39;4;4;17;5;20;0;1;0;0;0;0;0;23.03365;8
134P;wave1;5;1;0;0;1;1;1;4.3;23.6;5.7;-97;-97;52;42;47;6;6;13;20;20;0;1;0;0;0;0;0;23.03365;8
134P;wave1;5;1;0;0;1;1;1;3.1;13.5;4.2;-97;-97;52;42;39;4;9;17;10;15;0;1;0;0;0;0;0;23.03365;8
135P;wave1;5;3;0;0;1;1;1;16.9;46.5;28.6;-97;-97;140;131;98;20;15;11;20;20;2;0;0;0;0;0;1;97.4347;8
135P;wave1;5;3;0;0;1;1;1;12.3;59.2;16.3;-97;-97;99;115;81;20;15;11;5;20;1;0;0;0;0;0;1;97.4347;8
135P;wave1;5;3;0;0;1;1;1;16.9;33.8;16.3;-97;-97;140;115;98;10;15;9;5;20;2;0;0;0;0;0;1;97.4347;8
135P;wave1;5;3;0;0;1;1;1;12.3;46.5;22.4;-97;-97;99;115;68;15;15;11;10;30;1;0;0;0;0;0;1;97.4347;8
135P;wave1;5;3;0;0;1;1;1;16.9;33.8;16.3;-97;-97;123;93;98;20;20;7;20;40;1;0;0;0;0;0;1;97.4347;8
135P;wave1;5;3;0;0;1;1;1;21.5;33.8;16.3;-97;-97;99;115;81;20;15;7;10;30;2;0;0;0;0;0;1;97.4347;8
135P;wave1;5;3;0;0;1;1;1;16.9;46.5;22.4;-97;-97;99;115;68;15;10;9;5;40;1;0;0;0;0;0;1;97.4347;8
135P;wave1;5;3;0;0;1;1;1;21.5;46.5;16.3;-97;-97;140;131;98;15;15;11;10;40;0;0;0;0;0;0;1;97.4347;8
136P;wave1;4;3;0;0;1;1;1;29.9;90.9;36.1;-97;-97;191;145;232;15;20;8;5;40;4;1;1;0;0;1;0;140.4963;8
136P;wave1;5;3;0;0;1;1;1;29.9;90.9;20.6;-97;-97;191;145;232;20;10;10;10;20;2;1;1;0;0;1;0;140.4963;8
136P;wave1;5;3;0;0;1;1;1;23.5;51.9;28.4;-97;-97;191;204;191;10;10;8;20;20;4;1;1;0;0;1;0;140.4963;8
136P;wave1;4;3;0;0;1;1;1;17.1;51.9;20.6;-97;-97;155;179;232;15;10;12;20;40;4;1;1;0;0;1;0;140.4963;8
136P;wave1;5;3;0;0;1;1;1;17.1;71.4;20.6;-97;-97;219;204;232;20;10;8;5;30;3;1;1;0;0;1;0;140.4963;8
136P;wave1;4;3;0;0;1;1;1;23.5;51.9;28.4;-97;-97;191;204;232;10;20;12;5;20;2;1;1;0;0;1;0;140.4963;8
136P;wave1;5;3;0;0;1;1;1;17.1;51.9;20.6;-97;-97;191;204;161;20;20;10;5;40;3;1;1;0;0;1;0;140.4963;8
136P;wave1;5;3;0;0;1;1;1;29.9;71.4;20.6;-97;-97;155;145;161;10;20;12;10;30;4;1;1;0;0;1;0;140.4963;8
138P;wave3;3;1;0;0;1;1;1;4.7;14.4;10.4;-97;-97;35;24;35;4;8;10;5;10;3;0;0;0;0;1;1;26.46721;8
138P;wave3;5;1;0;0;1;1;1;3.4;10.5;5.9;-97;-97;35;41;47;6;4;12;5;15;3;0;0;0;0;1;1;26.46721;8
138P;wave3;3;1;0;0;1;1;1;4.7;14.4;10.4;-97;-97;26;24;58;6;8;10;10;20;2;0;0;0;0;1;1;26.46721;8
138P;wave3;5;1;0;0;1;1;1;6;18.3;8.1;-97;-97;26;24;58;4;6;8;10;20;1;0;0;0;0;1;1;26.46721;8
138P;wave3;5;1;0;0;1;1;1;4.7;14.4;5.9;-97;-97;26;24;35;8;8;12;20;10;1;0;0;0;0;1;1;26.46721;8
138P;wave3;3;1;0;0;1;1;1;4.7;10.5;8.1;-97;-97;35;41;58;8;4;8;10;10;1;0;0;0;0;1;1;26.46721;8
138P;wave3;5;1;0;0;1;1;1;3.4;18.3;8.1;-97;-97;44;41;58;4;6;12;20;10;3;0;0;0;0;1;1;26.46721;8
138P;wave3;4;1;0;0;1;1;1;6;10.5;10.4;-97;-97;44;33;58;8;4;12;10;20;2;0;0;0;0;1;1;26.46721;8
139P;wave3;4;1;0;0;1;1;1;4.6;13.3;11.2;-97;-97;24;30;37;4;4;8;20;20;3;1;0;0;0;0;0;24.7739;8
139P;wave3;3;1;0;0;1;1;1;4.6;9.6;11.2;-97;-97;32;37;61;4;8;9;5;20;2;1;0;0;0;0;0;24.7739;8
139P;wave3;4;1;0;0;1;1;1;3.4;13.3;6.4;-97;-97;24;22;61;8;4;9;20;15;2;1;0;0;0;0;0;24.7739;8
139P;wave3;3;1;0;0;1;1;1;3.4;16.9;11.2;-97;-97;32;30;37;6;6;11;5;15;1;1;0;0;0;0;0;24.7739;8
139P;wave3;5;1;0;0;1;1;1;5.9;13.3;11.2;-97;-97;32;37;49;4;6;8;20;10;1;1;0;0;0;0;0;24.7739;8
139P;wave3;5;1;0;0;1;1;1;3.4;13.3;11.2;-97;-97;40;37;37;8;6;9;5;15;1;1;0;0;0;0;0;24.7739;8
139P;wave3;5;1;0;0;1;1;1;3.4;9.6;6.4;-97;-97;32;30;37;8;8;8;20;20;3;1;0;0;0;0;0;24.7739;8
139P;wave3;4;1;0;0;1;1;1;4.6;13.3;8.8;-97;-97;40;37;49;6;4;8;5;15;3;1;0;0;0;0;0;24.7739;8
140P;wave2;5;3;0;0;1;1;1;21.1;25.1;22.7;-97;-97;122;91;61;15;15;6;10;30;1;0;0;1;0;0;0;94.1009;8
140P;wave2;5;3;0;0;1;1;1;12.1;34.5;17.8;-97;-97;97;68;61;15;10;5;20;20;1;0;0;1;0;0;0;94.1009;8
140P;wave2;5;3;0;0;1;1;1;12.1;25.1;13;-97;-97;122;91;61;10;19;6;10;30;0;0;0;1;0;0;0;94.1009;8
140P;wave2;3;3;0;0;1;1;1;16.6;34.5;22.7;-97;-97;73;68;46;19;19;5;10;20;0;0;0;1;0;0;0;94.1009;8
140P;wave2;4;3;0;0;1;1;1;16.6;43.9;17.8;-97;-97;122;91;76;15;15;5;20;40;0;0;0;1;0;0;0;94.1009;8
140P;wave2;5;3;0;0;1;1;1;12.1;43.9;22.7;-97;-97;97;114;46;10;19;6;20;30;2;0;0;1;0;0;0;94.1009;8
140P;wave2;3;3;0;0;1;1;1;16.6;34.5;22.7;-97;-97;97;91;61;10;10;6;5;40;0;0;0;1;0;0;0;94.1009;8
140P;wave2;5;3;0;0;1;1;1;21.1;43.9;22.7;-97;-97;73;68;61;10;10;7;20;30;0;0;0;1;0;0;0;94.1009;8
141P;wave2;5;1;0;0;1;1;1;2.9;9.7;5.6;-97;-97;23;22;22;4;4;4;5;10;0;0;0;0;0;0;0;13.72293;8
141P;wave2;5;1;0;0;1;1;1;2.1;12.3;5.6;-97;-97;23;27;16;4;8;4;20;6;1;0;0;0;0;0;0;13.72293;8
141P;wave2;5;1;0;0;1;1;1;2.9;12.3;4.4;-97;-97;29;22;28;6;6;3;20;10;0;0;0;0;0;0;0;13.72293;8
141P;wave2;5;1;0;0;1;1;1;2.9;9.7;5.6;-97;-97;17;16;16;8;8;3;10;3;0;0;0;0;0;0;0;13.72293;8
141P;wave2;5;1;0;0;1;1;1;3.7;12.3;5.6;-97;-97;17;16;22;4;4;5;20;6;0;0;0;0;0;0;0;13.72293;8
141P;wave2;5;1;0;0;1;1;1;3.7;7.1;5.6;-97;-97;29;22;22;6;6;4;10;6;0;0;0;0;0;0;0;13.72293;8
141P;wave2;5;1;0;0;1;1;1;2.1;7.1;3.2;-97;-97;29;22;22;4;8;4;10;6;0;0;0;0;0;0;0;13.72293;8
141P;wave2;5;1;0;0;1;1;1;2.1;9.7;4.4;-97;-97;23;16;22;6;4;3;20;3;0;0;0;0;0;0;0;13.72293;8
142P;wave2;5;1;1;0;1;1;1;2;5;2.6;48;-97;19;14;14;4;8;8;10;6;0;1;0;0;0;0;0;2.405657;8
142P;wave2;5;1;1;0;1;1;1;2.8;6.9;4.5;48;-97;15;14;14;4;4;8;5;10;0;1;0;0;0;0;0;2.405657;8
142P;wave2;5;1;1;0;1;1;1;2;8.8;4.5;48;-97;15;17;10;4;8;8;20;6;1;1;0;0;0;0;0;2.405657;8
142P;wave2;5;1;1;0;1;1;1;2.8;8.8;3.5;48;-97;19;14;18;6;6;6;20;10;0;1;0;0;0;0;0;2.405657;8
142P;wave2;5;1;1;0;1;1;1;3.5;5;4.5;48;-97;19;14;14;6;6;8;10;6;0;1;0;0;0;0;0;2.405657;8
142P;wave2;5;1;1;0;1;1;1;3.5;8.8;4.5;48;-97;11;10;14;4;4;9;20;6;0;1;0;0;0;0;0;2.405657;8
142P;wave2;5;1;1;0;1;1;1;2.8;6.9;4.5;48;-97;11;10;10;8;8;6;10;3;0;1;0;0;0;0;0;2.405657;8
142P;wave2;5;1;1;0;1;1;1;2;6.9;3.5;48;-97;15;10;14;6;4;6;20;3;0;1;0;0;0;0;0;2.405657;8
143P;wave3;3;2;0;1;1;1;1;2.8;9.5;4.2;-97;58;31;36;40;8;4;7;10;10;0;0;0;0;0;0;0;11.38239;8
143P;wave3;3;2;0;1;1;1;1;2;9.5;3;-97;58;31;36;32;6;4;11;5;15;2;0;0;0;0;0;0;11.38239;8
143P;wave3;3;2;0;1;1;1;1;2.8;13.1;5.3;-97;58;23;22;40;6;8;9;10;20;1;0;0;0;0;0;0;11.38239;8
143P;wave3;5;2;0;1;1;1;1;2.8;13.1;3;-97;58;23;22;24;8;8;11;20;10;0;0;0;0;0;0;0;11.38239;8
143P;wave3;5;2;0;1;1;1;1;3.5;16.7;4.2;-97;58;23;22;40;4;6;7;10;20;0;0;0;0;0;0;0;11.38239;8
143P;wave3;4;2;0;1;1;1;1;3.5;9.5;5.3;-97;58;39;29;40;8;4;11;10;20;1;0;0;0;0;0;0;11.38239;8
